timestamp,search_id,event,position,ranking_function
2018-08-01T00:08:24Z,6ckf9tn0p7,click,2,B
2018-08-01T00:02:03Z,h3prwunj9t,serp,NA,NA
2018-08-01T00:03:18Z,h3prwunj9t,click,8,B
2018-08-01T00:07:06Z,h3prwunj9t,click,13,B
2018-08-01T00:01:46Z,08laojchsk,serp,NA,NA
2018-08-01T00:03:09Z,08laojchsk,click,9,B
2018-08-01T00:02:46Z,v8qmf1n63g,serp,NA,NA
2018-08-01T00:04:18Z,v8qmf1n63g,click,4,B
2018-08-01T00:05:34Z,v8qmf1n63g,click,3,B
2018-08-01T00:06:00Z,v8qmf1n63g,click,1,B
2018-08-01T00:06:42Z,v8qmf1n63g,click,18,A
2018-08-01T00:07:25Z,v8qmf1n63g,click,13,B
2018-08-01T00:08:10Z,v8qmf1n63g,click,19,B
2018-08-01T00:08:44Z,v8qmf1n63g,click,10,B
2018-08-01T00:00:07Z,ciw0za4ek2,serp,NA,NA
2018-08-01T00:02:42Z,ciw0za4ek2,click,20,A
2018-08-01T00:04:03Z,ciw0za4ek2,click,8,B
2018-08-01T00:07:09Z,ciw0za4ek2,click,14,A
2018-08-01T00:09:00Z,ciw0za4ek2,click,19,B
2018-08-01T00:00:32Z,osq8we9arc,serp,NA,NA
2018-08-01T00:05:00Z,osq8we9arc,click,10,B
2018-08-01T00:06:45Z,osq8we9arc,click,6,B
2018-08-01T00:01:37Z,93qmx67o0j,serp,NA,NA
2018-08-01T00:01:50Z,93qmx67o0j,click,4,A
2018-08-01T00:01:54Z,93qmx67o0j,click,9,B
2018-08-01T00:03:09Z,93qmx67o0j,click,7,A
2018-08-01T00:03:32Z,93qmx67o0j,click,5,B
2018-08-01T00:04:28Z,93qmx67o0j,click,12,B
2018-08-01T00:05:45Z,93qmx67o0j,click,16,B
2018-08-01T00:06:56Z,93qmx67o0j,click,8,B
2018-08-01T00:09:34Z,93qmx67o0j,click,6,B
2018-08-01T00:02:45Z,3yavlmb15z,serp,NA,NA
2018-08-01T00:02:58Z,3yavlmb15z,click,5,A
2018-08-01T00:04:12Z,3yavlmb15z,click,14,B
2018-08-01T00:08:00Z,3yavlmb15z,click,13,B
2018-08-01T00:09:28Z,3yavlmb15z,click,17,B
2018-08-01T00:00:58Z,3auvqtec16,serp,NA,NA
2018-08-01T00:01:11Z,3auvqtec16,click,11,A
2018-08-01T00:00:17Z,ev674gqzuc,serp,NA,NA
2018-08-01T00:01:07Z,ev674gqzuc,click,6,A
2018-08-01T00:03:09Z,ev674gqzuc,click,9,B
2018-08-01T00:03:46Z,ev674gqzuc,click,10,B
2018-08-01T00:04:45Z,ev674gqzuc,click,2,A
2018-08-01T00:05:27Z,ev674gqzuc,click,8,B
2018-08-01T00:07:10Z,ev674gqzuc,click,15,A
2018-08-01T00:09:34Z,ev674gqzuc,click,1,B
2018-08-01T00:00:57Z,ivj8bnxtpy,serp,NA,NA
2018-08-01T00:02:26Z,ivj8bnxtpy,click,9,B
2018-08-01T00:02:42Z,ivj8bnxtpy,click,16,A
2018-08-01T00:04:15Z,ivj8bnxtpy,click,17,B
2018-08-01T00:05:15Z,ivj8bnxtpy,click,5,B
2018-08-01T00:05:41Z,ivj8bnxtpy,click,11,B
2018-08-01T00:07:05Z,ivj8bnxtpy,click,18,A
2018-08-01T00:07:45Z,ivj8bnxtpy,click,7,A
2018-08-01T00:08:43Z,ivj8bnxtpy,click,8,B
2018-08-01T00:00:02Z,hexgwm6l8t,serp,NA,NA
2018-08-01T00:02:03Z,hexgwm6l8t,click,19,B
2018-08-01T00:03:16Z,hexgwm6l8t,click,16,B
2018-08-01T00:08:04Z,hexgwm6l8t,click,15,B
2018-08-01T00:04:46Z,j0d15l2rop,serp,NA,NA
2018-08-01T00:09:24Z,j0d15l2rop,click,18,B
2018-08-01T00:09:44Z,j0d15l2rop,click,16,B
2018-08-01T00:00:53Z,5qkf6yerm1,serp,NA,NA
2018-08-01T00:01:05Z,5qkf6yerm1,click,17,B
2018-08-01T00:01:15Z,5qkf6yerm1,click,6,B
2018-08-01T00:07:30Z,5qkf6yerm1,click,20,A
2018-08-01T00:07:44Z,5qkf6yerm1,click,14,A
2018-08-01T00:04:05Z,2z1639ciba,serp,NA,NA
2018-08-01T00:04:34Z,2z1639ciba,click,19,B
2018-08-01T00:04:43Z,2z1639ciba,click,9,B
2018-08-01T00:06:50Z,2z1639ciba,click,6,B
2018-08-01T00:07:38Z,2z1639ciba,click,4,A
2018-08-01T00:08:18Z,2z1639ciba,click,2,B
2018-08-01T00:08:31Z,2z1639ciba,click,18,B
2018-08-01T00:08:37Z,2z1639ciba,click,16,A
2018-08-01T00:09:15Z,2z1639ciba,click,10,B
2018-08-01T00:09:38Z,2z1639ciba,click,12,B
2018-08-01T00:00:50Z,7pd2int0el,serp,NA,NA
2018-08-01T00:04:11Z,7pd2int0el,click,8,B
2018-08-01T00:09:22Z,7pd2int0el,click,15,A
2018-08-01T00:04:15Z,lbughicofa,serp,NA,NA
2018-08-01T00:01:01Z,2r96fa8eov,serp,NA,NA
2018-08-01T00:01:16Z,2r96fa8eov,click,15,B
2018-08-01T00:04:40Z,2r96fa8eov,click,3,B
2018-08-01T00:04:49Z,2r96fa8eov,click,2,B
2018-08-01T00:07:09Z,2r96fa8eov,click,10,A
2018-08-01T00:07:29Z,2r96fa8eov,click,19,A
2018-08-01T00:08:28Z,2r96fa8eov,click,8,B
2018-08-01T00:03:15Z,gdvjbh24ys,serp,NA,NA
2018-08-01T00:05:58Z,gdvjbh24ys,click,6,A
2018-08-01T00:08:01Z,gdvjbh24ys,click,12,B
2018-08-01T00:08:39Z,gdvjbh24ys,click,10,A
2018-08-01T00:09:54Z,gdvjbh24ys,click,14,A
2018-08-01T00:00:54Z,luctbka58s,serp,NA,NA
2018-08-01T00:03:59Z,luctbka58s,click,6,B
2018-08-01T00:05:26Z,luctbka58s,click,5,A
2018-08-01T00:06:23Z,luctbka58s,click,16,A
2018-08-01T00:08:20Z,luctbka58s,click,4,B
2018-08-01T00:09:00Z,luctbka58s,click,3,A
2018-08-01T00:09:38Z,luctbka58s,click,9,B
2018-08-01T00:00:19Z,nrfx7hl15u,serp,NA,NA
2018-08-01T00:03:03Z,nrfx7hl15u,click,11,A
2018-08-01T00:08:46Z,nrfx7hl15u,click,18,B
2018-08-01T00:00:09Z,yc4a1vio03,serp,NA,NA
2018-08-01T00:00:50Z,yc4a1vio03,click,1,A
2018-08-01T00:02:51Z,yc4a1vio03,click,12,B
2018-08-01T00:04:08Z,yc4a1vio03,click,6,B
2018-08-01T00:04:17Z,yc4a1vio03,click,2,A
2018-08-01T00:04:40Z,yc4a1vio03,click,18,B
2018-08-01T00:04:56Z,yc4a1vio03,click,8,B
2018-08-01T00:06:46Z,yc4a1vio03,click,13,A
2018-08-01T00:09:46Z,yc4a1vio03,click,10,B
2018-08-01T00:02:08Z,3rkjb1wm8x,serp,NA,NA
2018-08-01T00:02:12Z,3rkjb1wm8x,click,2,B
2018-08-01T00:02:29Z,3rkjb1wm8x,click,7,B
2018-08-01T00:03:46Z,3rkjb1wm8x,click,16,B
2018-08-01T00:05:22Z,3rkjb1wm8x,click,10,B
2018-08-01T00:07:14Z,3rkjb1wm8x,click,5,B
2018-08-01T00:00:30Z,c3lu81toph,serp,NA,NA
2018-08-01T00:03:57Z,c3lu81toph,click,14,A
2018-08-01T00:04:41Z,c3lu81toph,click,4,B
2018-08-01T00:05:18Z,c3lu81toph,click,8,A
2018-08-01T00:07:12Z,c3lu81toph,click,12,A
2018-08-01T00:09:22Z,c3lu81toph,click,11,B
2018-08-01T00:09:59Z,c3lu81toph,click,6,B
2018-08-01T00:03:24Z,lmat9ip673,serp,NA,NA
2018-08-01T00:06:14Z,lmat9ip673,click,16,A
2018-08-01T00:07:26Z,lmat9ip673,click,11,A
2018-08-01T00:08:33Z,lmat9ip673,click,9,B
2018-08-01T00:08:37Z,lmat9ip673,click,13,B
2018-08-01T00:03:36Z,t53fsrig4b,serp,NA,NA
2018-08-01T00:04:59Z,t53fsrig4b,click,9,B
2018-08-01T00:05:26Z,t53fsrig4b,click,19,A
2018-08-01T00:07:45Z,t53fsrig4b,click,20,A
2018-08-01T00:01:43Z,0z41do83bt,serp,NA,NA
2018-08-01T00:05:27Z,0z41do83bt,click,4,A
2018-08-01T00:08:20Z,0z41do83bt,click,17,A
2018-08-01T00:00:33Z,30seulw98f,serp,NA,NA
2018-08-01T00:00:49Z,30seulw98f,click,1,A
2018-08-01T00:01:58Z,30seulw98f,click,20,B
2018-08-01T00:02:21Z,30seulw98f,click,7,B
2018-08-01T00:03:16Z,30seulw98f,click,8,B
2018-08-01T00:05:43Z,30seulw98f,click,6,B
2018-08-01T00:06:11Z,30seulw98f,click,11,B
2018-08-01T00:06:37Z,30seulw98f,click,14,A
2018-08-01T00:07:23Z,30seulw98f,click,3,A
2018-08-01T00:02:57Z,ogp6zhj015,serp,NA,NA
2018-08-01T00:05:48Z,ogp6zhj015,click,3,B
2018-08-01T00:06:15Z,ogp6zhj015,click,14,B
2018-08-01T00:08:14Z,ogp6zhj015,click,4,B
2018-08-01T00:01:59Z,6igpdnrhft,serp,NA,NA
2018-08-01T00:04:27Z,6igpdnrhft,click,3,B
2018-08-01T00:06:07Z,6igpdnrhft,click,9,A
2018-08-01T00:07:05Z,6igpdnrhft,click,13,B
2018-08-01T00:09:50Z,6igpdnrhft,click,4,B
2018-08-01T00:00:23Z,or4j8y0k7l,serp,NA,NA
2018-08-01T00:00:37Z,or4j8y0k7l,click,9,B
2018-08-01T00:02:09Z,or4j8y0k7l,click,6,B
2018-08-01T00:04:48Z,or4j8y0k7l,click,12,A
2018-08-01T00:06:49Z,or4j8y0k7l,click,2,B
2018-08-01T00:01:36Z,kjqxe95ur3,serp,NA,NA
2018-08-01T00:02:06Z,kjqxe95ur3,click,9,B
2018-08-01T00:04:25Z,kjqxe95ur3,click,4,A
2018-08-01T00:04:58Z,kjqxe95ur3,click,7,B
2018-08-01T00:05:10Z,kjqxe95ur3,click,3,B
2018-08-01T00:05:19Z,kjqxe95ur3,click,12,A
2018-08-01T00:05:59Z,kjqxe95ur3,click,8,A
2018-08-01T00:07:31Z,kjqxe95ur3,click,11,B
2018-08-01T00:08:59Z,kjqxe95ur3,click,18,B
2018-08-01T00:03:58Z,kjf7804eyd,serp,NA,NA
2018-08-01T00:06:34Z,kjf7804eyd,click,1,B
2018-08-01T00:08:05Z,kjf7804eyd,click,14,A
2018-08-01T00:08:25Z,kjf7804eyd,click,4,A
2018-08-01T00:08:54Z,kjf7804eyd,click,13,B
2018-08-01T00:00:45Z,g53s8vbchi,serp,NA,NA
2018-08-01T00:00:46Z,g53s8vbchi,click,8,B
2018-08-01T00:00:56Z,g53s8vbchi,click,2,A
2018-08-01T00:02:06Z,g53s8vbchi,click,18,B
2018-08-01T00:02:24Z,g53s8vbchi,click,7,A
2018-08-01T00:02:56Z,g53s8vbchi,click,3,B
2018-08-01T00:05:09Z,g53s8vbchi,click,1,B
2018-08-01T00:05:16Z,g53s8vbchi,click,6,B
2018-08-01T00:05:25Z,g53s8vbchi,click,19,B
2018-08-01T00:06:54Z,g53s8vbchi,click,16,A
2018-08-01T00:00:20Z,0n7y1c85rb,serp,NA,NA
2018-08-01T00:00:46Z,0n7y1c85rb,click,2,B
2018-08-01T00:01:41Z,0n7y1c85rb,click,5,B
2018-08-01T00:01:44Z,0n7y1c85rb,click,20,A
2018-08-01T00:01:52Z,0n7y1c85rb,click,15,B
2018-08-01T00:05:32Z,0n7y1c85rb,click,4,A
2018-08-01T00:06:10Z,0n7y1c85rb,click,6,A
2018-08-01T00:08:02Z,0n7y1c85rb,click,10,B
2018-08-01T00:08:52Z,0n7y1c85rb,click,3,B
2018-08-01T00:09:21Z,0n7y1c85rb,click,9,B
2018-08-01T00:01:22Z,zq71k43nfs,serp,NA,NA
2018-08-01T00:01:40Z,zq71k43nfs,click,17,B
2018-08-01T00:01:54Z,9w4e2k7haj,serp,NA,NA
2018-08-01T00:04:42Z,9w4e2k7haj,click,11,A
2018-08-01T00:05:45Z,9w4e2k7haj,click,10,B
2018-08-01T00:05:50Z,9w4e2k7haj,click,5,B
2018-08-01T00:06:08Z,9w4e2k7haj,click,20,B
2018-08-01T00:08:14Z,9w4e2k7haj,click,12,B
2018-08-01T00:08:27Z,9w4e2k7haj,click,1,A
2018-08-01T00:08:39Z,9w4e2k7haj,click,8,B
2018-08-01T00:09:24Z,9w4e2k7haj,click,9,A
2018-08-01T00:09:40Z,9w4e2k7haj,click,14,B
2018-08-01T00:00:15Z,4jlkqb0ahd,serp,NA,NA
2018-08-01T00:01:39Z,4jlkqb0ahd,click,9,B
2018-08-01T00:02:07Z,4jlkqb0ahd,click,17,A
2018-08-01T00:02:34Z,4jlkqb0ahd,click,6,A
2018-08-01T00:03:17Z,4jlkqb0ahd,click,14,B
2018-08-01T00:03:35Z,4jlkqb0ahd,click,20,B
2018-08-01T00:07:08Z,4jlkqb0ahd,click,5,A
2018-08-01T00:07:56Z,4jlkqb0ahd,click,1,B
2018-08-01T00:08:49Z,4jlkqb0ahd,click,7,B
2018-08-01T00:08:56Z,4jlkqb0ahd,click,13,B
2018-08-01T00:02:18Z,zsj8akpmdf,serp,NA,NA
2018-08-01T00:02:25Z,zsj8akpmdf,click,19,B
2018-08-01T00:02:27Z,zsj8akpmdf,click,8,B
2018-08-01T00:04:43Z,zsj8akpmdf,click,2,B
2018-08-01T00:05:16Z,zsj8akpmdf,click,7,A
2018-08-01T00:05:49Z,zsj8akpmdf,click,17,B
2018-08-01T00:05:50Z,zsj8akpmdf,click,15,B
2018-08-01T00:05:52Z,zsj8akpmdf,click,10,B
2018-08-01T00:07:20Z,zsj8akpmdf,click,20,A
2018-08-01T00:09:53Z,zsj8akpmdf,click,3,B
2018-08-01T00:03:02Z,vgutw08i6o,serp,NA,NA
2018-08-01T00:03:32Z,vgutw08i6o,click,4,A
2018-08-01T00:05:21Z,vgutw08i6o,click,18,B
2018-08-01T00:07:19Z,vgutw08i6o,click,17,B
2018-08-01T00:07:26Z,vgutw08i6o,click,16,A
2018-08-01T00:09:05Z,vgutw08i6o,click,9,B
2018-08-01T00:09:31Z,vgutw08i6o,click,2,B
2018-08-01T00:00:55Z,9riovn3dxm,serp,NA,NA
2018-08-01T00:02:08Z,9riovn3dxm,click,18,B
2018-08-01T00:02:22Z,9riovn3dxm,click,7,B
2018-08-01T00:04:19Z,9riovn3dxm,click,13,B
2018-08-01T00:04:22Z,9riovn3dxm,click,4,A
2018-08-01T00:04:26Z,9riovn3dxm,click,14,B
2018-08-01T00:04:52Z,9riovn3dxm,click,2,B
2018-08-01T00:07:49Z,9riovn3dxm,click,15,A
2018-08-01T00:08:07Z,9riovn3dxm,click,11,B
2018-08-01T00:01:11Z,jo8ylx7ucw,serp,NA,NA
2018-08-01T00:01:17Z,jo8ylx7ucw,click,13,B
2018-08-01T00:02:14Z,jo8ylx7ucw,click,15,B
2018-08-01T00:02:35Z,jo8ylx7ucw,click,11,B
2018-08-01T00:03:05Z,jo8ylx7ucw,click,3,A
2018-08-01T00:06:51Z,jo8ylx7ucw,click,1,B
2018-08-01T00:07:29Z,jo8ylx7ucw,click,18,A
2018-08-01T00:09:28Z,jo8ylx7ucw,click,12,B
2018-08-01T00:00:02Z,nxlfskp93y,serp,NA,NA
2018-08-01T00:00:28Z,nxlfskp93y,click,7,B
2018-08-01T00:01:44Z,nxlfskp93y,click,17,B
2018-08-01T00:02:24Z,nxlfskp93y,click,11,A
2018-08-01T00:02:30Z,nxlfskp93y,click,10,B
2018-08-01T00:03:31Z,nxlfskp93y,click,12,A
2018-08-01T00:03:52Z,nxlfskp93y,click,14,A
2018-08-01T00:06:41Z,nxlfskp93y,click,15,B
2018-08-01T00:03:57Z,ebj7udoik2,serp,NA,NA
2018-08-01T00:05:57Z,ebj7udoik2,click,12,B
2018-08-01T00:08:35Z,ebj7udoik2,click,10,A
2018-08-01T00:02:51Z,u09iy37djf,serp,NA,NA
2018-08-01T00:02:59Z,u09iy37djf,click,12,B
2018-08-01T00:04:34Z,u09iy37djf,click,11,B
2018-08-01T00:05:10Z,u09iy37djf,click,5,B
2018-08-01T00:05:33Z,u09iy37djf,click,9,A
2018-08-01T00:07:51Z,u09iy37djf,click,13,A
2018-08-01T00:07:55Z,u09iy37djf,click,20,B
2018-08-01T00:09:23Z,u09iy37djf,click,16,A
2018-08-01T00:02:09Z,m5nzq1vu6k,serp,NA,NA
2018-08-01T00:03:28Z,m5nzq1vu6k,click,9,A
2018-08-01T00:05:44Z,m5nzq1vu6k,click,10,B
2018-08-01T00:08:49Z,m5nzq1vu6k,click,16,A
