timestamp,search_id,event,position,ranking_function
2018-08-01T00:06:48Z,xvp362bhnd,click,14,B
2018-08-01T00:09:48Z,xvp362bhnd,click,19,A
2018-08-01T00:01:34Z,19t24j8han,serp,NA,NA
2018-08-01T00:01:45Z,19t24j8han,click,10,B
2018-08-01T00:05:49Z,19t24j8han,click,2,B
2018-08-01T00:09:42Z,19t24j8han,click,17,A
2018-08-01T00:09:53Z,19t24j8han,click,1,B
2018-08-01T00:02:13Z,xonq8rahu9,serp,NA,NA
2018-08-01T00:02:18Z,xonq8rahu9,click,2,A
2018-08-01T00:04:12Z,xonq8rahu9,click,5,A
2018-08-01T00:04:22Z,xonq8rahu9,click,11,B
2018-08-01T00:04:38Z,xonq8rahu9,click,20,A
2018-08-01T00:05:37Z,xonq8rahu9,click,4,B
2018-08-01T00:06:59Z,xonq8rahu9,click,18,B
2018-08-01T00:07:01Z,xonq8rahu9,click,3,A
2018-08-01T00:09:17Z,xonq8rahu9,click,6,A
2018-08-01T00:09:24Z,az6s8wdpq0,serp,NA,NA
2018-08-01T00:00:43Z,p72jf1gqaw,serp,NA,NA
2018-08-01T00:03:47Z,p72jf1gqaw,click,5,A
2018-08-01T00:05:22Z,p72jf1gqaw,click,16,B
2018-08-01T00:08:23Z,p72jf1gqaw,click,8,B
2018-08-01T00:08:47Z,p72jf1gqaw,click,2,B
2018-08-01T00:09:19Z,p72jf1gqaw,click,4,A
2018-08-01T00:09:21Z,p72jf1gqaw,click,18,B
2018-08-01T00:01:10Z,k5csatdm18,serp,NA,NA
2018-08-01T00:01:37Z,k5csatdm18,click,3,A
2018-08-01T00:02:24Z,k5csatdm18,click,4,B
2018-08-01T00:03:58Z,k5csatdm18,click,9,B
2018-08-01T00:04:36Z,k5csatdm18,click,20,A
2018-08-01T00:04:45Z,k5csatdm18,click,17,B
2018-08-01T00:06:54Z,k5csatdm18,click,19,B
2018-08-01T00:07:07Z,k5csatdm18,click,6,B
2018-08-01T00:09:33Z,k5csatdm18,click,18,B
2018-08-01T00:03:21Z,54qyiu8ose,serp,NA,NA
2018-08-01T00:05:25Z,54qyiu8ose,click,13,A
2018-08-01T00:06:22Z,54qyiu8ose,click,15,B
2018-08-01T00:08:17Z,54qyiu8ose,click,18,B
2018-08-01T00:03:47Z,aqmzhbiy5x,serp,NA,NA
2018-08-01T00:05:37Z,aqmzhbiy5x,click,20,B
2018-08-01T00:05:43Z,aqmzhbiy5x,click,5,B
2018-08-01T00:07:19Z,aqmzhbiy5x,click,10,A
2018-08-01T00:08:42Z,aqmzhbiy5x,click,12,A
2018-08-01T00:05:15Z,aey5hm7djf,serp,NA,NA
2018-08-01T00:06:40Z,aey5hm7djf,click,5,A
2018-08-01T00:06:29Z,mhs1pq7nfk,serp,NA,NA
2018-08-01T00:01:31Z,teb8lczrnm,serp,NA,NA
2018-08-01T00:03:24Z,teb8lczrnm,click,13,B
2018-08-01T00:03:27Z,teb8lczrnm,click,16,A
2018-08-01T00:04:03Z,teb8lczrnm,click,7,B
2018-08-01T00:05:19Z,teb8lczrnm,click,19,A
2018-08-01T00:05:23Z,teb8lczrnm,click,12,B
2018-08-01T00:07:08Z,teb8lczrnm,click,1,A
2018-08-01T00:00:18Z,03j8afq1mv,serp,NA,NA
2018-08-01T00:02:14Z,03j8afq1mv,click,15,A
2018-08-01T00:07:55Z,03j8afq1mv,click,4,A
2018-08-01T00:01:59Z,t18lcdonzm,serp,NA,NA
2018-08-01T00:03:41Z,t18lcdonzm,click,19,A
2018-08-01T00:05:52Z,t18lcdonzm,click,16,A
2018-08-01T00:06:42Z,t18lcdonzm,click,4,B
2018-08-01T00:07:40Z,t18lcdonzm,click,20,B
2018-08-01T00:09:08Z,t18lcdonzm,click,10,B
2018-08-01T00:00:16Z,wvcd6zteao,serp,NA,NA
2018-08-01T00:01:12Z,wvcd6zteao,click,6,A
2018-08-01T00:04:18Z,wvcd6zteao,click,16,B
2018-08-01T00:04:22Z,wvcd6zteao,click,4,B
2018-08-01T00:04:42Z,wvcd6zteao,click,20,A
2018-08-01T00:05:18Z,wvcd6zteao,click,18,A
2018-08-01T00:07:07Z,wvcd6zteao,click,8,A
2018-08-01T00:07:14Z,wvcd6zteao,click,17,B
2018-08-01T00:07:49Z,wvcd6zteao,click,1,A
2018-08-01T00:09:25Z,wvcd6zteao,click,15,B
2018-08-01T00:04:58Z,4hwfyksze5,serp,NA,NA
2018-08-01T00:06:45Z,4hwfyksze5,click,10,B
2018-08-01T00:00:09Z,8kmbhfowvi,serp,NA,NA
2018-08-01T00:04:46Z,8kmbhfowvi,click,9,A
2018-08-01T00:07:05Z,8kmbhfowvi,click,17,A
2018-08-01T00:08:12Z,8kmbhfowvi,click,5,A
2018-08-01T00:08:45Z,8kmbhfowvi,click,10,B
2018-08-01T00:09:57Z,8kmbhfowvi,click,13,A
2018-08-01T00:00:20Z,uwf9e4yqaz,serp,NA,NA
2018-08-01T00:02:43Z,uwf9e4yqaz,click,17,B
2018-08-01T00:03:28Z,uwf9e4yqaz,click,5,A
2018-08-01T00:03:28Z,uwf9e4yqaz,click,1,B
2018-08-01T00:06:46Z,uwf9e4yqaz,click,18,A
2018-08-01T00:07:27Z,uwf9e4yqaz,click,13,A
2018-08-01T00:08:35Z,uwf9e4yqaz,click,16,A
2018-08-01T00:09:28Z,uwf9e4yqaz,click,2,A
2018-08-01T00:09:42Z,uwf9e4yqaz,click,8,B
2018-08-01T00:01:20Z,ct7o3jm1pk,serp,NA,NA
2018-08-01T00:09:14Z,ct7o3jm1pk,click,15,B
2018-08-01T00:00:20Z,grade3nv6b,serp,NA,NA
2018-08-01T00:02:38Z,grade3nv6b,click,19,B
2018-08-01T00:06:55Z,grade3nv6b,click,17,A
2018-08-01T00:04:55Z,9gvi5htaql,serp,NA,NA
2018-08-01T00:06:46Z,9gvi5htaql,click,15,B
2018-08-01T00:07:50Z,9gvi5htaql,click,7,B
2018-08-01T00:08:01Z,9gvi5htaql,click,1,A
2018-08-01T00:08:59Z,9gvi5htaql,click,9,A
2018-08-01T00:09:26Z,9gvi5htaql,click,6,B
2018-08-01T00:09:37Z,9gvi5htaql,click,14,B
2018-08-01T00:00:23Z,2al17yr4hv,serp,NA,NA
2018-08-01T00:03:15Z,2al17yr4hv,click,9,B
2018-08-01T00:08:51Z,2al17yr4hv,click,20,B
2018-08-01T00:08:56Z,2al17yr4hv,click,19,A
2018-08-01T00:09:42Z,2al17yr4hv,click,11,A
2018-08-01T00:09:50Z,2al17yr4hv,click,6,A
2018-08-01T00:00:56Z,w7cabsv2e5,serp,NA,NA
2018-08-01T00:01:46Z,w7cabsv2e5,click,15,B
2018-08-01T00:05:55Z,w7cabsv2e5,click,13,B
2018-08-01T00:06:25Z,w7cabsv2e5,click,7,A
2018-08-01T00:08:11Z,w7cabsv2e5,click,4,B
2018-08-01T00:08:44Z,w7cabsv2e5,click,6,B
2018-08-01T00:01:52Z,znfhuxc6e8,serp,NA,NA
2018-08-01T00:03:16Z,znfhuxc6e8,click,5,B
2018-08-01T00:04:46Z,znfhuxc6e8,click,13,A
2018-08-01T00:05:16Z,znfhuxc6e8,click,14,B
2018-08-01T00:05:26Z,znfhuxc6e8,click,4,B
2018-08-01T00:09:59Z,znfhuxc6e8,click,17,A
2018-08-01T00:01:40Z,2jmf8zgrsx,serp,NA,NA
2018-08-01T00:01:44Z,2jmf8zgrsx,click,15,B
2018-08-01T00:02:43Z,2jmf8zgrsx,click,10,B
2018-08-01T00:03:25Z,2jmf8zgrsx,click,5,B
2018-08-01T00:05:11Z,2jmf8zgrsx,click,1,A
2018-08-01T00:07:38Z,2jmf8zgrsx,click,17,A
2018-08-01T00:08:11Z,2jmf8zgrsx,click,6,B
2018-08-01T00:08:25Z,2jmf8zgrsx,click,13,B
2018-08-01T00:00:48Z,v6jshlkp3u,serp,NA,NA
2018-08-01T00:01:09Z,v6jshlkp3u,click,10,A
2018-08-01T00:01:37Z,v6jshlkp3u,click,1,A
2018-08-01T00:03:15Z,v6jshlkp3u,click,5,B
2018-08-01T00:05:18Z,v6jshlkp3u,click,18,B
2018-08-01T00:08:47Z,v6jshlkp3u,click,4,B
2018-08-01T00:09:15Z,v6jshlkp3u,click,11,B
2018-08-01T00:09:17Z,v6jshlkp3u,click,9,B
2018-08-01T00:00:08Z,iseq9vl4ym,serp,NA,NA
2018-08-01T00:02:32Z,iseq9vl4ym,click,9,B
2018-08-01T00:05:30Z,iseq9vl4ym,click,16,A
2018-08-01T00:06:31Z,iseq9vl4ym,click,7,A
2018-08-01T00:06:54Z,iseq9vl4ym,click,5,A
2018-08-01T00:09:18Z,iseq9vl4ym,click,18,B
2018-08-01T00:01:36Z,bthycvu03m,serp,NA,NA
2018-08-01T00:01:38Z,bthycvu03m,click,19,B
2018-08-01T00:01:46Z,bthycvu03m,click,14,B
2018-08-01T00:02:39Z,bthycvu03m,click,10,B
2018-08-01T00:02:53Z,bthycvu03m,click,2,B
2018-08-01T00:04:12Z,bthycvu03m,click,16,B
2018-08-01T00:06:35Z,bthycvu03m,click,11,B
2018-08-01T00:07:53Z,bthycvu03m,click,3,B
2018-08-01T00:08:01Z,bthycvu03m,click,8,A
2018-08-01T00:08:09Z,bthycvu03m,click,20,B
2018-08-01T00:00:24Z,wmrbisljx3,serp,NA,NA
2018-08-01T00:01:29Z,wmrbisljx3,click,11,A
2018-08-01T00:01:44Z,wmrbisljx3,click,13,A
2018-08-01T00:03:26Z,wmrbisljx3,click,2,A
2018-08-01T00:03:50Z,wmrbisljx3,click,8,B
2018-08-01T00:03:52Z,wmrbisljx3,click,12,B
2018-08-01T00:04:27Z,wmrbisljx3,click,3,B
2018-08-01T00:09:10Z,wmrbisljx3,click,6,A
2018-08-01T00:00:18Z,mg0vxz6wce,serp,NA,NA
2018-08-01T00:00:23Z,mg0vxz6wce,click,13,B
2018-08-01T00:00:58Z,mg0vxz6wce,click,12,A
2018-08-01T00:05:39Z,mg0vxz6wce,click,17,B
2018-08-01T00:05:52Z,mg0vxz6wce,click,7,B
2018-08-01T00:06:18Z,mg0vxz6wce,click,14,A
2018-08-01T00:08:11Z,mg0vxz6wce,click,10,A
2018-08-01T00:09:46Z,mg0vxz6wce,click,20,A
2018-08-01T00:00:34Z,9juw1yx0lz,serp,NA,NA
2018-08-01T00:02:24Z,9juw1yx0lz,click,1,B
2018-08-01T00:03:02Z,9juw1yx0lz,click,20,A
2018-08-01T00:03:51Z,9juw1yx0lz,click,9,A
2018-08-01T00:03:56Z,9juw1yx0lz,click,6,B
2018-08-01T00:05:04Z,9juw1yx0lz,click,16,B
2018-08-01T00:07:37Z,9juw1yx0lz,click,12,A
2018-08-01T00:09:23Z,9juw1yx0lz,click,10,B
2018-08-01T00:00:00Z,9sd2xpci7t,serp,NA,NA
2018-08-01T00:00:45Z,9sd2xpci7t,click,19,B
2018-08-01T00:04:21Z,9sd2xpci7t,click,11,B
2018-08-01T00:04:22Z,9sd2xpci7t,click,18,A
2018-08-01T00:05:00Z,9sd2xpci7t,click,2,B
2018-08-01T00:05:09Z,9sd2xpci7t,click,7,A
2018-08-01T00:06:00Z,9sd2xpci7t,click,14,B
2018-08-01T00:06:41Z,9sd2xpci7t,click,4,B
2018-08-01T00:06:56Z,9sd2xpci7t,click,8,A
2018-08-01T00:00:45Z,dy37ehjmwi,serp,NA,NA
2018-08-01T00:01:27Z,dy37ehjmwi,click,2,B
2018-08-01T00:01:43Z,dy37ehjmwi,click,9,A
2018-08-01T00:02:19Z,dy37ehjmwi,click,15,B
2018-08-01T00:03:55Z,dy37ehjmwi,click,13,A
2018-08-01T00:06:27Z,dy37ehjmwi,click,5,B
2018-08-01T00:07:09Z,dy37ehjmwi,click,3,B
2018-08-01T00:00:04Z,srbvdwp5nk,serp,NA,NA
2018-08-01T00:02:14Z,srbvdwp5nk,click,12,A
2018-08-01T00:02:28Z,srbvdwp5nk,click,2,A
2018-08-01T00:03:17Z,srbvdwp5nk,click,9,B
2018-08-01T00:05:15Z,srbvdwp5nk,click,10,B
2018-08-01T00:05:34Z,srbvdwp5nk,click,16,A
2018-08-01T00:06:46Z,srbvdwp5nk,click,14,B
2018-08-01T00:08:46Z,srbvdwp5nk,click,7,B
2018-08-01T00:09:24Z,utz5ghjk90,serp,NA,NA
2018-08-01T00:02:35Z,g2qhfyx5wj,serp,NA,NA
2018-08-01T00:04:28Z,g2qhfyx5wj,click,16,B
2018-08-01T00:06:52Z,g2qhfyx5wj,click,14,B
2018-08-01T00:08:38Z,g2qhfyx5wj,click,9,B
2018-08-01T00:01:23Z,w5ptd9iy7q,serp,NA,NA
2018-08-01T00:01:26Z,w5ptd9iy7q,click,10,A
2018-08-01T00:01:37Z,w5ptd9iy7q,click,9,A
2018-08-01T00:03:00Z,w5ptd9iy7q,click,12,B
2018-08-01T00:03:15Z,w5ptd9iy7q,click,16,A
2018-08-01T00:06:38Z,w5ptd9iy7q,click,4,B
2018-08-01T00:07:10Z,w5ptd9iy7q,click,20,B
2018-08-01T00:08:18Z,w5ptd9iy7q,click,5,A
2018-08-01T00:08:23Z,w5ptd9iy7q,click,6,A
2018-08-01T00:09:47Z,ws0gnjq51t,serp,NA,NA
2018-08-01T00:05:41Z,g1xzwvue78,serp,NA,NA
2018-08-01T00:01:37Z,1w2oujc8yi,serp,NA,NA
2018-08-01T00:04:07Z,1w2oujc8yi,click,13,A
2018-08-01T00:04:44Z,1w2oujc8yi,click,9,A
2018-08-01T00:04:46Z,1w2oujc8yi,click,15,B
2018-08-01T00:06:34Z,1w2oujc8yi,click,3,B
2018-08-01T00:08:14Z,1w2oujc8yi,click,11,A
2018-08-01T00:08:49Z,1w2oujc8yi,click,2,A
2018-08-01T00:09:13Z,1w2oujc8yi,click,17,A
2018-08-01T00:03:59Z,e28670qvpa,serp,NA,NA
2018-08-01T00:04:23Z,e28670qvpa,click,4,B
2018-08-01T00:05:40Z,e28670qvpa,click,19,B
2018-08-01T00:06:09Z,e28670qvpa,click,3,A
2018-08-01T00:07:56Z,e28670qvpa,click,9,A
2018-08-01T00:08:11Z,e28670qvpa,click,11,B
2018-08-01T00:09:09Z,e28670qvpa,click,5,B
2018-08-01T00:09:09Z,e28670qvpa,click,8,B
2018-08-01T00:03:20Z,gei70tol3w,serp,NA,NA
2018-08-01T00:04:04Z,gei70tol3w,click,7,B
2018-08-01T00:07:53Z,gei70tol3w,click,1,A
2018-08-01T00:09:20Z,gei70tol3w,click,16,B
2018-08-01T00:09:45Z,gei70tol3w,click,18,B
2018-08-01T00:09:54Z,vrdpgf59eo,serp,NA,NA
2018-08-01T00:01:00Z,ejnwo6v3kb,serp,NA,NA
2018-08-01T00:00:15Z,jmbk6ew12n,serp,NA,NA
2018-08-01T00:01:59Z,jmbk6ew12n,click,11,A
2018-08-01T00:02:14Z,jmbk6ew12n,click,17,B
2018-08-01T00:03:14Z,jmbk6ew12n,click,10,B
2018-08-01T00:05:37Z,jmbk6ew12n,click,8,B
2018-08-01T00:05:47Z,jmbk6ew12n,click,3,B
2018-08-01T00:06:11Z,jmbk6ew12n,click,4,B
2018-08-01T00:08:14Z,jmbk6ew12n,click,13,B
2018-08-01T00:09:43Z,jmbk6ew12n,click,6,B
2018-08-01T00:00:26Z,jya91esuq7,serp,NA,NA
2018-08-01T00:00:35Z,jya91esuq7,click,6,A
2018-08-01T00:04:46Z,jya91esuq7,click,20,B
2018-08-01T00:06:58Z,jya91esuq7,click,17,B
2018-08-01T00:07:34Z,jya91esuq7,click,2,A
2018-08-01T00:08:03Z,jya91esuq7,click,1,A
2018-08-01T00:09:11Z,jya91esuq7,click,5,A
2018-08-01T00:01:42Z,85pcyqari9,serp,NA,NA
2018-08-01T00:03:48Z,85pcyqari9,click,11,B
2018-08-01T00:03:58Z,85pcyqari9,click,14,B
2018-08-01T00:09:36Z,85pcyqari9,click,1,A
2018-08-01T00:04:56Z,gztq0o931x,serp,NA,NA
2018-08-01T00:06:26Z,gztq0o931x,click,2,A
2018-08-01T00:01:44Z,fr2y5tpk97,serp,NA,NA
2018-08-01T00:03:13Z,fr2y5tpk97,click,20,A
2018-08-01T00:05:22Z,fr2y5tpk97,click,9,A
2018-08-01T00:06:11Z,fr2y5tpk97,click,19,B
2018-08-01T00:08:10Z,fr2y5tpk97,click,6,A
2018-08-01T00:01:09Z,ctz74h8m5k,serp,NA,NA
2018-08-01T00:01:34Z,ctz74h8m5k,click,8,A
2018-08-01T00:01:46Z,ctz74h8m5k,click,13,A
2018-08-01T00:01:53Z,ctz74h8m5k,click,12,A
2018-08-01T00:04:14Z,ctz74h8m5k,click,9,B
2018-08-01T00:06:20Z,ctz74h8m5k,click,17,B
2018-08-01T00:08:14Z,ctz74h8m5k,click,15,B
2018-08-01T00:08:34Z,ctz74h8m5k,click,6,B
2018-08-01T00:08:47Z,ctz74h8m5k,click,16,B
2018-08-01T00:09:47Z,ctz74h8m5k,click,7,A
2018-08-01T00:00:11Z,7pmxt49frc,serp,NA,NA
2018-08-01T00:00:44Z,7pmxt49frc,click,16,A
2018-08-01T00:03:06Z,7pmxt49frc,click,1,B
2018-08-01T00:04:23Z,7pmxt49frc,click,20,B
2018-08-01T00:04:32Z,7pmxt49frc,click,10,B
2018-08-01T00:06:49Z,7pmxt49frc,click,17,A
2018-08-01T00:07:33Z,7pmxt49frc,click,14,B
2018-08-01T00:08:50Z,7pmxt49frc,click,4,A
2018-08-01T00:08:52Z,7pmxt49frc,click,18,B
2018-08-01T00:00:00Z,o6mu5e3hzf,serp,NA,NA
2018-08-01T00:01:29Z,o6mu5e3hzf,click,13,B
2018-08-01T00:01:40Z,o6mu5e3hzf,click,2,B
2018-08-01T00:02:16Z,o6mu5e3hzf,click,14,B
2018-08-01T00:02:52Z,o6mu5e3hzf,click,7,A
2018-08-01T00:02:53Z,o6mu5e3hzf,click,5,B
2018-08-01T00:04:51Z,o6mu5e3hzf,click,4,A
2018-08-01T00:06:28Z,o6mu5e3hzf,click,18,A
2018-08-01T00:06:55Z,o6mu5e3hzf,click,19,B
2018-08-01T00:09:47Z,o6mu5e3hzf,click,9,A
2018-08-01T00:07:45Z,1pxov5ebsg,serp,NA,NA
2018-08-01T00:00:14Z,z0or3duhwt,serp,NA,NA
2018-08-01T00:00:16Z,z0or3duhwt,click,10,B
2018-08-01T00:01:03Z,z0or3duhwt,click,19,A
2018-08-01T00:02:56Z,z0or3duhwt,click,11,B
2018-08-01T00:03:15Z,z0or3duhwt,click,18,B
2018-08-01T00:03:57Z,z0or3duhwt,click,3,B
2018-08-01T00:05:59Z,z0or3duhwt,click,14,A
2018-08-01T00:07:54Z,z0or3duhwt,click,4,A
2018-08-01T00:08:24Z,z0or3duhwt,click,12,B
2018-08-01T00:02:41Z,jbdhwxckr0,serp,NA,NA
2018-08-01T00:02:00Z,dpmtya8b0z,serp,NA,NA
2018-08-01T00:06:48Z,dpmtya8b0z,click,14,B
2018-08-01T00:00:47Z,ry758e94t6,serp,NA,NA
2018-08-01T00:01:33Z,ry758e94t6,click,15,A
2018-08-01T00:05:10Z,ry758e94t6,click,9,B
2018-08-01T00:05:53Z,ry758e94t6,click,10,B
2018-08-01T00:06:34Z,ry758e94t6,click,14,A
2018-08-01T00:02:04Z,xi7h9fd0j8,serp,NA,NA
2018-08-01T00:03:39Z,xi7h9fd0j8,click,2,A
2018-08-01T00:09:39Z,xi7h9fd0j8,click,13,B
2018-08-01T00:01:26Z,ckbgqx4u2m,serp,NA,NA
2018-08-01T00:02:45Z,ckbgqx4u2m,click,4,A
2018-08-01T00:03:40Z,ckbgqx4u2m,click,3,A
2018-08-01T00:04:26Z,ckbgqx4u2m,click,12,A
2018-08-01T00:05:05Z,ckbgqx4u2m,click,19,B
2018-08-01T00:05:53Z,ckbgqx4u2m,click,15,B
2018-08-01T00:06:31Z,ckbgqx4u2m,click,7,A
2018-08-01T00:07:32Z,ckbgqx4u2m,click,14,B
2018-08-01T00:09:36Z,ckbgqx4u2m,click,17,B
2018-08-01T00:01:03Z,hk5vixcps2,serp,NA,NA
2018-08-01T00:03:39Z,hk5vixcps2,click,13,B
2018-08-01T00:04:01Z,hk5vixcps2,click,9,A
2018-08-01T00:04:25Z,hk5vixcps2,click,20,B
2018-08-01T00:05:43Z,hk5vixcps2,click,8,A
2018-08-01T00:06:34Z,hk5vixcps2,click,12,A
2018-08-01T00:00:26Z,v2oequ9tiz,serp,NA,NA
2018-08-01T00:00:29Z,v2oequ9tiz,click,3,B
2018-08-01T00:02:13Z,v2oequ9tiz,click,2,A
2018-08-01T00:03:18Z,v2oequ9tiz,click,19,A
2018-08-01T00:03:30Z,v2oequ9tiz,click,12,B
2018-08-01T00:04:34Z,v2oequ9tiz,click,6,B
2018-08-01T00:04:36Z,v2oequ9tiz,click,9,B
2018-08-01T00:06:35Z,v2oequ9tiz,click,7,B
2018-08-01T00:08:25Z,v2oequ9tiz,click,20,A
2018-08-01T00:00:12Z,dhmvb2ue7l,serp,NA,NA
2018-08-01T00:00:57Z,dhmvb2ue7l,click,12,A
2018-08-01T00:01:13Z,n4zl39tk6x,serp,NA,NA
2018-08-01T00:02:48Z,n4zl39tk6x,click,15,B
2018-08-01T00:04:03Z,n4zl39tk6x,click,7,A
2018-08-01T00:04:25Z,n4zl39tk6x,click,8,B
2018-08-01T00:06:19Z,n4zl39tk6x,click,2,A
2018-08-01T00:07:47Z,n4zl39tk6x,click,20,A
2018-08-01T00:08:56Z,n4zl39tk6x,click,14,A
2018-08-01T00:03:04Z,al4czos82k,serp,NA,NA
2018-08-01T00:03:18Z,al4czos82k,click,15,A
2018-08-01T00:03:32Z,al4czos82k,click,5,B
2018-08-01T00:04:03Z,al4czos82k,click,3,A
2018-08-01T00:06:58Z,al4czos82k,click,6,A
2018-08-01T00:02:45Z,ronlipc2yx,serp,NA,NA
2018-08-01T00:03:58Z,ronlipc2yx,click,9,A
2018-08-01T00:05:35Z,ronlipc2yx,click,18,A
2018-08-01T00:06:35Z,ronlipc2yx,click,7,B
2018-08-01T00:00:31Z,iucvebd1fy,serp,NA,NA
2018-08-01T00:00:35Z,iucvebd1fy,click,12,A
2018-08-01T00:01:41Z,iucvebd1fy,click,2,B
2018-08-01T00:09:43Z,iucvebd1fy,click,3,A
2018-08-01T00:02:43Z,3kgmu84e0s,serp,NA,NA
2018-08-01T00:02:57Z,3kgmu84e0s,click,5,A
2018-08-01T00:03:51Z,3kgmu84e0s,click,20,B
2018-08-01T00:06:45Z,3kgmu84e0s,click,18,A
2018-08-01T00:08:15Z,3kgmu84e0s,click,8,A
2018-08-01T00:08:58Z,3kgmu84e0s,click,10,B
2018-08-01T00:08:59Z,3kgmu84e0s,click,3,A
2018-08-01T00:00:30Z,uxgednrp9w,serp,NA,NA
2018-08-01T00:05:28Z,uxgednrp9w,click,10,B
2018-08-01T00:06:51Z,uxgednrp9w,click,20,B
2018-08-01T00:00:44Z,4qtfk7shdw,serp,NA,NA
2018-08-01T00:00:59Z,4qtfk7shdw,click,17,B
2018-08-01T00:03:12Z,4qtfk7shdw,click,2,B
2018-08-01T00:04:13Z,4qtfk7shdw,click,13,B
2018-08-01T00:04:47Z,4qtfk7shdw,click,12,B
2018-08-01T00:05:15Z,4qtfk7shdw,click,5,A
2018-08-01T00:08:29Z,4qtfk7shdw,click,20,B
2018-08-01T00:09:03Z,4qtfk7shdw,click,19,A
2018-08-01T00:09:52Z,4qtfk7shdw,click,10,B
2018-08-01T00:06:21Z,3o0xmjat8v,serp,NA,NA
2018-08-01T00:09:33Z,3o0xmjat8v,click,3,B
2018-08-01T00:00:34Z,3w14d0qceu,serp,NA,NA
2018-08-01T00:02:32Z,3w14d0qceu,click,17,A
2018-08-01T00:09:18Z,7pncxa42e0,serp,NA,NA
2018-08-01T00:01:41Z,px91s78deq,serp,NA,NA
2018-08-01T00:02:09Z,px91s78deq,click,7,B
2018-08-01T00:02:48Z,px91s78deq,click,15,B
2018-08-01T00:03:25Z,px91s78deq,click,4,B
2018-08-01T00:05:51Z,px91s78deq,click,20,B
2018-08-01T00:06:16Z,px91s78deq,click,2,A
2018-08-01T00:06:20Z,px91s78deq,click,1,A
2018-08-01T00:07:22Z,px91s78deq,click,17,B
2018-08-01T00:07:29Z,px91s78deq,click,12,B
2018-08-01T00:09:03Z,px91s78deq,click,9,A
2018-08-01T00:08:36Z,76ynmuiscz,serp,NA,NA
2018-08-01T00:00:31Z,0mxj8uo1ty,serp,NA,NA
2018-08-01T00:03:11Z,0mxj8uo1ty,click,20,B
2018-08-01T00:08:41Z,0mxj8uo1ty,click,19,B
2018-08-01T00:04:50Z,u01jigncd4,serp,NA,NA
2018-08-01T00:04:59Z,u01jigncd4,click,18,A
2018-08-01T00:05:50Z,u01jigncd4,click,2,A
2018-08-01T00:06:05Z,u01jigncd4,click,11,B
2018-08-01T00:01:08Z,rgh4u7zi6w,serp,NA,NA
2018-08-01T00:01:12Z,rgh4u7zi6w,click,11,A
