timestamp,search_id,event,position,ranking_function
2018-08-01T00:09:42Z,bgmjoizyxc,click,9,B
2018-08-01T00:04:38Z,f3ujoqyar5,serp,NA,NA
2018-08-01T00:08:32Z,f3ujoqyar5,click,9,A
2018-08-01T00:00:42Z,kqdhofwgbn,serp,NA,NA
2018-08-01T00:02:18Z,hf0b8ac437,serp,NA,NA
2018-08-01T00:02:29Z,hf0b8ac437,click,3,A
2018-08-01T00:03:57Z,hf0b8ac437,click,19,A
2018-08-01T00:04:17Z,hf0b8ac437,click,10,A
2018-08-01T00:04:47Z,hf0b8ac437,click,17,A
2018-08-01T00:05:12Z,hf0b8ac437,click,18,A
2018-08-01T00:05:18Z,hf0b8ac437,click,9,A
2018-08-01T00:06:01Z,hf0b8ac437,click,7,B
2018-08-01T00:08:13Z,hf0b8ac437,click,6,A
2018-08-01T00:08:37Z,hf0b8ac437,click,16,A
2018-08-01T00:00:15Z,p9ft2sb0ic,serp,NA,NA
2018-08-01T00:03:28Z,p9ft2sb0ic,click,4,A
2018-08-01T00:04:40Z,p9ft2sb0ic,click,8,A
2018-08-01T00:04:46Z,p9ft2sb0ic,click,20,A
2018-08-01T00:08:30Z,p9ft2sb0ic,click,18,A
2018-08-01T00:02:18Z,pjis43dvk9,serp,NA,NA
2018-08-01T00:02:36Z,pjis43dvk9,click,3,A
2018-08-01T00:03:04Z,pjis43dvk9,click,14,B
2018-08-01T00:05:40Z,pjis43dvk9,click,2,A
2018-08-01T00:06:01Z,pjis43dvk9,click,11,B
2018-08-01T00:06:17Z,pjis43dvk9,click,5,A
2018-08-01T00:09:34Z,pjis43dvk9,click,16,A
2018-08-01T00:01:18Z,mkv0gdu5ci,serp,NA,NA
2018-08-01T00:06:08Z,mkv0gdu5ci,click,4,A
2018-08-01T00:08:24Z,mkv0gdu5ci,click,6,A
2018-08-01T00:01:57Z,32s4v1ua80,serp,NA,NA
2018-08-01T00:09:03Z,32s4v1ua80,click,10,A
2018-08-01T00:00:26Z,1anqt9h830,serp,NA,NA
2018-08-01T00:01:04Z,1anqt9h830,click,15,B
2018-08-01T00:01:49Z,1anqt9h830,click,13,B
2018-08-01T00:04:19Z,1anqt9h830,click,1,B
2018-08-01T00:05:13Z,1anqt9h830,click,20,A
2018-08-01T00:05:53Z,1anqt9h830,click,16,A
2018-08-01T00:07:30Z,1anqt9h830,click,18,A
2018-08-01T00:08:50Z,1anqt9h830,click,3,B
2018-08-01T00:09:18Z,1anqt9h830,click,12,A
2018-08-01T00:06:03Z,df87aksrz4,serp,NA,NA
2018-08-01T00:06:47Z,df87aksrz4,click,15,A
2018-08-01T00:07:39Z,df87aksrz4,click,9,B
2018-08-01T00:08:20Z,df87aksrz4,click,7,A
2018-08-01T00:08:23Z,df87aksrz4,click,6,A
2018-08-01T00:09:01Z,df87aksrz4,click,3,A
2018-08-01T00:09:10Z,df87aksrz4,click,16,A
2018-08-01T00:09:47Z,df87aksrz4,click,5,A
2018-08-01T00:01:28Z,ibw7kxcosm,serp,NA,NA
2018-08-01T00:02:11Z,ibw7kxcosm,click,19,B
2018-08-01T00:03:43Z,ibw7kxcosm,click,4,B
2018-08-01T00:04:30Z,ibw7kxcosm,click,9,B
2018-08-01T00:05:03Z,ibw7kxcosm,click,18,A
2018-08-01T00:06:01Z,ibw7kxcosm,click,8,A
2018-08-01T00:00:23Z,3eyiw7nl2h,serp,NA,NA
2018-08-01T00:01:23Z,3eyiw7nl2h,click,8,B
2018-08-01T00:02:24Z,3eyiw7nl2h,click,3,A
2018-08-01T00:02:59Z,3eyiw7nl2h,click,12,A
2018-08-01T00:05:39Z,3eyiw7nl2h,click,20,A
2018-08-01T00:06:38Z,3eyiw7nl2h,click,9,A
2018-08-01T00:06:59Z,3eyiw7nl2h,click,14,A
2018-08-01T00:08:16Z,3eyiw7nl2h,click,16,A
2018-08-01T00:09:23Z,3eyiw7nl2h,click,19,B
2018-08-01T00:00:48Z,eqorgn5paj,serp,NA,NA
2018-08-01T00:01:55Z,eqorgn5paj,click,6,A
2018-08-01T00:03:53Z,eqorgn5paj,click,15,A
2018-08-01T00:05:05Z,eqorgn5paj,click,12,A
2018-08-01T00:05:42Z,eqorgn5paj,click,17,A
2018-08-01T00:05:55Z,eqorgn5paj,click,16,B
2018-08-01T00:06:12Z,eqorgn5paj,click,4,A
2018-08-01T00:08:35Z,eqorgn5paj,click,20,A
2018-08-01T00:09:11Z,eqorgn5paj,click,18,A
2018-08-01T00:09:56Z,eqorgn5paj,click,1,A
2018-08-01T00:00:00Z,vah4kn9oxl,serp,NA,NA
2018-08-01T00:00:15Z,vah4kn9oxl,click,11,A
2018-08-01T00:00:41Z,vah4kn9oxl,click,4,B
2018-08-01T00:03:39Z,vah4kn9oxl,click,9,A
2018-08-01T00:03:44Z,vah4kn9oxl,click,10,A
2018-08-01T00:03:53Z,vah4kn9oxl,click,14,A
2018-08-01T00:04:12Z,vah4kn9oxl,click,6,A
2018-08-01T00:04:45Z,vah4kn9oxl,click,12,A
2018-08-01T00:06:24Z,vah4kn9oxl,click,3,B
2018-08-01T00:09:48Z,vah4kn9oxl,click,13,B
2018-08-01T00:01:08Z,qx63p9bywi,serp,NA,NA
2018-08-01T00:01:24Z,qx63p9bywi,click,10,A
2018-08-01T00:01:42Z,qx63p9bywi,click,20,A
2018-08-01T00:05:33Z,qx63p9bywi,click,4,A
2018-08-01T00:06:35Z,qx63p9bywi,click,11,B
2018-08-01T00:06:51Z,qx63p9bywi,click,6,A
2018-08-01T00:08:12Z,qx63p9bywi,click,16,A
2018-08-01T00:09:27Z,qx63p9bywi,click,1,A
2018-08-01T00:02:54Z,yt0cujrmol,serp,NA,NA
2018-08-01T00:03:39Z,yt0cujrmol,click,2,B
2018-08-01T00:05:37Z,yt0cujrmol,click,9,B
2018-08-01T00:08:18Z,yt0cujrmol,click,1,A
2018-08-01T00:08:19Z,yt0cujrmol,click,5,A
2018-08-01T00:09:26Z,yt0cujrmol,click,4,A
2018-08-01T00:09:27Z,yt0cujrmol,click,18,B
2018-08-01T00:03:50Z,s1hdan8j9g,serp,NA,NA
2018-08-01T00:04:06Z,s1hdan8j9g,click,10,A
2018-08-01T00:05:15Z,s1hdan8j9g,click,12,A
2018-08-01T00:05:55Z,s1hdan8j9g,click,14,A
2018-08-01T00:08:28Z,s1hdan8j9g,click,7,A
2018-08-01T00:09:33Z,s1hdan8j9g,click,17,B
2018-08-01T00:01:11Z,yp507ogeqd,serp,NA,NA
2018-08-01T00:02:08Z,yp507ogeqd,click,3,A
2018-08-01T00:03:57Z,yp507ogeqd,click,9,B
2018-08-01T00:04:10Z,yp507ogeqd,click,8,B
2018-08-01T00:05:57Z,yp507ogeqd,click,15,A
2018-08-01T00:07:53Z,yp507ogeqd,click,14,B
2018-08-01T00:09:51Z,yp507ogeqd,click,1,B
2018-08-01T00:03:32Z,4bytwegovh,serp,NA,NA
2018-08-01T00:06:10Z,4bytwegovh,click,14,A
2018-08-01T00:09:04Z,4bytwegovh,click,17,A
2018-08-01T00:01:46Z,b24o8p0ty3,serp,NA,NA
2018-08-01T00:03:33Z,b24o8p0ty3,click,13,A
2018-08-01T00:00:44Z,9gk643wdh1,serp,NA,NA
2018-08-01T00:03:28Z,9gk643wdh1,click,5,A
2018-08-01T00:07:52Z,9gk643wdh1,click,17,B
2018-08-01T00:07:57Z,9gk643wdh1,click,9,B
2018-08-01T00:08:06Z,9gk643wdh1,click,7,B
2018-08-01T00:08:12Z,9gk643wdh1,click,18,A
2018-08-01T00:08:23Z,9gk643wdh1,click,11,A
2018-08-01T00:01:42Z,3pbvy1qsf0,serp,NA,NA
2018-08-01T00:03:56Z,3pbvy1qsf0,click,6,A
2018-08-01T00:04:44Z,3pbvy1qsf0,click,15,B
2018-08-01T00:06:55Z,3pbvy1qsf0,click,10,B
2018-08-01T00:07:47Z,3pbvy1qsf0,click,2,B
2018-08-01T00:09:36Z,3pbvy1qsf0,click,3,A
2018-08-01T00:00:08Z,3yhvpf0tu4,serp,NA,NA
2018-08-01T00:02:58Z,3yhvpf0tu4,click,2,A
2018-08-01T00:03:54Z,3yhvpf0tu4,click,14,A
2018-08-01T00:04:19Z,3yhvpf0tu4,click,8,A
2018-08-01T00:06:24Z,3yhvpf0tu4,click,7,A
2018-08-01T00:07:07Z,3yhvpf0tu4,click,3,A
2018-08-01T00:08:08Z,3yhvpf0tu4,click,17,B
2018-08-01T00:09:43Z,3yhvpf0tu4,click,11,A
2018-08-01T00:08:05Z,nhlwqurkm6,serp,NA,NA
2018-08-01T00:01:51Z,va8sqxkm7g,serp,NA,NA
2018-08-01T00:01:33Z,0um6bcaqeg,serp,NA,NA
2018-08-01T00:02:15Z,0um6bcaqeg,click,1,A
2018-08-01T00:06:37Z,0um6bcaqeg,click,15,B
2018-08-01T00:06:58Z,0um6bcaqeg,click,7,A
2018-08-01T00:08:15Z,0um6bcaqeg,click,18,A
2018-08-01T00:03:09Z,9anq7xfcje,serp,NA,NA
2018-08-01T00:00:01Z,20pu1txafy,serp,NA,NA
2018-08-01T00:00:52Z,20pu1txafy,click,5,A
2018-08-01T00:01:31Z,20pu1txafy,click,15,A
2018-08-01T00:02:02Z,20pu1txafy,click,4,A
2018-08-01T00:02:12Z,20pu1txafy,click,13,B
2018-08-01T00:07:18Z,20pu1txafy,click,3,A
2018-08-01T00:09:04Z,20pu1txafy,click,12,A
2018-08-01T00:01:20Z,3jkyn60eqc,serp,NA,NA
2018-08-01T00:00:09Z,tgjdq2n3f4,serp,NA,NA
2018-08-01T00:01:33Z,tgjdq2n3f4,click,18,A
2018-08-01T00:05:34Z,tgjdq2n3f4,click,10,A
2018-08-01T00:05:50Z,tgjdq2n3f4,click,15,A
2018-08-01T00:09:01Z,tgjdq2n3f4,click,13,A
2018-08-01T00:09:41Z,tgjdq2n3f4,click,2,B
2018-08-01T00:00:52Z,coszbrih9w,serp,NA,NA
2018-08-01T00:01:08Z,coszbrih9w,click,4,B
2018-08-01T00:01:20Z,coszbrih9w,click,7,A
2018-08-01T00:02:52Z,coszbrih9w,click,13,A
2018-08-01T00:03:39Z,coszbrih9w,click,15,A
2018-08-01T00:05:04Z,coszbrih9w,click,9,A
2018-08-01T00:05:26Z,coszbrih9w,click,11,A
2018-08-01T00:08:29Z,coszbrih9w,click,1,B
2018-08-01T00:09:00Z,coszbrih9w,click,6,A
2018-08-01T00:00:49Z,ho0t1spvyz,serp,NA,NA
2018-08-01T00:01:19Z,ho0t1spvyz,click,18,A
2018-08-01T00:02:44Z,ho0t1spvyz,click,5,A
2018-08-01T00:05:50Z,ho0t1spvyz,click,6,A
2018-08-01T00:07:12Z,ho0t1spvyz,click,2,A
2018-08-01T00:07:30Z,ho0t1spvyz,click,13,A
2018-08-01T00:07:31Z,ho0t1spvyz,click,7,A
2018-08-01T00:09:57Z,ho0t1spvyz,click,14,A
2018-08-01T00:01:40Z,8ebacy3p0v,serp,NA,NA
2018-08-01T00:03:25Z,8ebacy3p0v,click,15,A
2018-08-01T00:04:35Z,8ebacy3p0v,click,18,B
2018-08-01T00:04:37Z,8ebacy3p0v,click,11,A
2018-08-01T00:04:40Z,8ebacy3p0v,click,16,B
2018-08-01T00:06:03Z,8ebacy3p0v,click,13,A
2018-08-01T00:07:28Z,8ebacy3p0v,click,8,A
2018-08-01T00:08:29Z,8ebacy3p0v,click,4,A
2018-08-01T00:00:22Z,cbnwyrhuos,serp,NA,NA
2018-08-01T00:00:48Z,cbnwyrhuos,click,6,A
2018-08-01T00:02:23Z,cbnwyrhuos,click,20,A
2018-08-01T00:04:57Z,cbnwyrhuos,click,10,B
2018-08-01T00:06:43Z,cbnwyrhuos,click,3,B
2018-08-01T00:07:03Z,cbnwyrhuos,click,13,A
2018-08-01T00:07:54Z,cbnwyrhuos,click,15,A
2018-08-01T00:01:31Z,e4byu89v7z,serp,NA,NA
2018-08-01T00:07:06Z,e4byu89v7z,click,6,A
2018-08-01T00:07:44Z,e4byu89v7z,click,5,A
2018-08-01T00:09:57Z,e4byu89v7z,click,4,A
2018-08-01T00:00:50Z,uf6381p2jv,serp,NA,NA
2018-08-01T00:02:57Z,uf6381p2jv,click,4,A
2018-08-01T00:03:37Z,uf6381p2jv,click,19,A
2018-08-01T00:07:24Z,uf6381p2jv,click,12,A
2018-08-01T00:02:32Z,fp7lgsr80t,serp,NA,NA
2018-08-01T00:08:52Z,fp7lgsr80t,click,1,B
2018-08-01T00:03:53Z,di3sj7qh21,serp,NA,NA
2018-08-01T00:05:39Z,di3sj7qh21,click,15,B
2018-08-01T00:06:11Z,di3sj7qh21,click,17,A
2018-08-01T00:08:21Z,di3sj7qh21,click,1,A
2018-08-01T00:08:29Z,di3sj7qh21,click,13,A
2018-08-01T00:09:20Z,di3sj7qh21,click,5,A
2018-08-01T00:09:25Z,di3sj7qh21,click,14,A
2018-08-01T00:02:10Z,wg2muipqol,serp,NA,NA
2018-08-01T00:02:59Z,wg2muipqol,click,1,B
2018-08-01T00:06:48Z,wg2muipqol,click,19,A
2018-08-01T00:07:52Z,wg2muipqol,click,2,B
2018-08-01T00:08:21Z,wg2muipqol,click,9,A
2018-08-01T00:08:25Z,wg2muipqol,click,18,A
2018-08-01T00:01:08Z,lf4tvyigoc,serp,NA,NA
2018-08-01T00:04:23Z,lf4tvyigoc,click,5,A
2018-08-01T00:07:08Z,lf4tvyigoc,click,1,B
2018-08-01T00:07:15Z,lf4tvyigoc,click,18,A
2018-08-01T00:08:26Z,lf4tvyigoc,click,13,A
2018-08-01T00:09:51Z,lf4tvyigoc,click,4,B
2018-08-01T00:01:32Z,l86zm10hdq,serp,NA,NA
2018-08-01T00:02:39Z,l86zm10hdq,click,14,A
2018-08-01T00:06:10Z,l86zm10hdq,click,6,A
2018-08-01T00:08:44Z,l86zm10hdq,click,11,A
2018-08-01T00:09:04Z,l86zm10hdq,click,15,B
2018-08-01T00:00:02Z,n8746rdx20,serp,NA,NA
2018-08-01T00:02:20Z,14g6eztjci,serp,NA,NA
2018-08-01T00:02:35Z,14g6eztjci,click,11,A
2018-08-01T00:03:15Z,14g6eztjci,click,14,A
2018-08-01T00:03:20Z,14g6eztjci,click,17,A
2018-08-01T00:05:45Z,14g6eztjci,click,15,B
2018-08-01T00:05:54Z,14g6eztjci,click,4,B
2018-08-01T00:08:40Z,14g6eztjci,click,13,A
2018-08-01T00:09:27Z,14g6eztjci,click,19,A
2018-08-01T00:03:29Z,b4qi795jvn,serp,NA,NA
2018-08-01T00:05:05Z,b4qi795jvn,click,5,A
2018-08-01T00:05:57Z,b4qi795jvn,click,11,B
2018-08-01T00:07:58Z,b4qi795jvn,click,6,A
2018-08-01T00:08:15Z,b4qi795jvn,click,10,A
2018-08-01T00:08:48Z,b4qi795jvn,click,19,A
2018-08-01T00:01:50Z,6davx79tgu,serp,NA,NA
2018-08-01T00:02:19Z,6davx79tgu,click,9,A
2018-08-01T00:04:14Z,6davx79tgu,click,8,A
2018-08-01T00:06:07Z,6davx79tgu,click,3,A
2018-08-01T00:08:30Z,6davx79tgu,click,1,B
2018-08-01T00:00:08Z,7iskrjfbe6,serp,NA,NA
2018-08-01T00:02:38Z,7iskrjfbe6,click,8,A
2018-08-01T00:03:40Z,7iskrjfbe6,click,16,A
2018-08-01T00:04:21Z,7iskrjfbe6,click,1,A
2018-08-01T00:06:36Z,7iskrjfbe6,click,2,A
2018-08-01T00:07:05Z,7iskrjfbe6,click,6,A
2018-08-01T00:07:29Z,7iskrjfbe6,click,14,A
2018-08-01T00:08:02Z,7iskrjfbe6,click,17,A
2018-08-01T00:08:08Z,7iskrjfbe6,click,18,A
2018-08-01T00:08:18Z,7iskrjfbe6,click,4,A
2018-08-01T00:01:56Z,v7l35j98xz,serp,NA,NA
2018-08-01T00:02:50Z,v7l35j98xz,click,17,B
2018-08-01T00:09:59Z,v7l35j98xz,click,18,B
2018-08-01T00:02:12Z,bt6nwlha5u,serp,NA,NA
2018-08-01T00:03:06Z,bt6nwlha5u,click,2,B
2018-08-01T00:04:28Z,bt6nwlha5u,click,20,A
2018-08-01T00:04:49Z,bt6nwlha5u,click,6,A
2018-08-01T00:06:12Z,bt6nwlha5u,click,5,A
2018-08-01T00:06:22Z,bt6nwlha5u,click,16,A
2018-08-01T00:08:29Z,bt6nwlha5u,click,7,A
2018-08-01T00:09:56Z,bt6nwlha5u,click,15,A
2018-08-01T00:01:15Z,7sqhzrf34g,serp,NA,NA
2018-08-01T00:04:54Z,7sqhzrf34g,click,2,A
2018-08-01T00:00:43Z,rd8hinqz41,serp,NA,NA
2018-08-01T00:01:28Z,rd8hinqz41,click,1,A
2018-08-01T00:01:54Z,rd8hinqz41,click,4,A
2018-08-01T00:04:53Z,rd8hinqz41,click,9,B
2018-08-01T00:05:38Z,rd8hinqz41,click,8,A
2018-08-01T00:07:46Z,rd8hinqz41,click,11,A
2018-08-01T00:00:33Z,vdg8ykajbi,serp,NA,NA
2018-08-01T00:01:26Z,vdg8ykajbi,click,17,B
2018-08-01T00:04:28Z,vdg8ykajbi,click,12,A
2018-08-01T00:04:50Z,vdg8ykajbi,click,19,B
2018-08-01T00:07:56Z,vdg8ykajbi,click,11,B
2018-08-01T00:00:50Z,e70z9wlbjs,serp,NA,NA
2018-08-01T00:01:18Z,e70z9wlbjs,click,11,A
2018-08-01T00:02:55Z,e70z9wlbjs,click,7,A
2018-08-01T00:04:16Z,e70z9wlbjs,click,3,A
2018-08-01T00:09:31Z,e70z9wlbjs,click,5,A
2018-08-01T00:01:18Z,nlw371zj2c,serp,NA,NA
